Year.id,Year.display-label,Sex.id,Sex.display-label,Hisp.id,Hisp.display-label,GEO.id,GEO.id2,GEO.display-label,wac,bac,iac,aac,nac
est72011,1-Jul-11,totsex,Both Sexes,tothisp,Total,0400000US10,10,Delaware,667213,213877,11959,35977,1507
est72012,1-Jul-12,female,Female,hisp,Hispanic,0400000US10,10,Delaware,31031,5883,2019,503,310
est72012,1-Jul-12,female,Female,nhisp,Not Hispanic,0400000US10,10,Delaware,312949,108925,4219,19084,514
est72012,1-Jul-12,female,Female,tothisp,Total,0400000US10,10,Delaware,343980,114808,6238,19587,824
est72012,1-Jul-12,male,Male,hisp,Hispanic,0400000US10,10,Delaware,33846,5312,2103,482,316
est72012,1-Jul-12,male,Male,nhisp,Not Hispanic,0400000US10,10,Delaware,294216,97010,3733,17666,444
est72012,1-Jul-12,male,Male,tothisp,Total,0400000US10,10,Delaware,328062,102322,5836,18148,760
est72012,1-Jul-12,totsex,Both Sexes,hisp,Hispanic,0400000US10,10,Delaware,64877,11195,4122,985,626
est72012,1-Jul-12,totsex,Both Sexes,nhisp,Not Hispanic,0400000US10,10,Delaware,607165,205935,7952,36750,958
est72012,1-Jul-12,totsex,Both Sexes,tothisp,Total,0400000US10,10,Delaware,672042,217130,12074,37735,1584
est72013,1-Jul-13,female,Female,hisp,Hispanic,0400000US10,10,Delaware,31987,5956,2068,544,322
est72013,1-Jul-13,female,Female,nhisp,Not Hispanic,0400000US10,10,Delaware,314124,110582,4317,19882,533
est72013,1-Jul-13,female,Female,tothisp,Total,0400000US10,10,Delaware,346111,116538,6385,20426,855
est72013,1-Jul-13,male,Male,hisp,Hispanic,0400000US10,10,Delaware,34657,5379,2085,497,315
est72013,1-Jul-13,male,Male,nhisp,Not Hispanic,0400000US10,10,Delaware,295259,98353,3768,18488,471
est72013,1-Jul-13,male,Male,tothisp,Total,0400000US10,10,Delaware,329916,103732,5853,18985,786
est72013,1-Jul-13,totsex,Both Sexes,hisp,Hispanic,0400000US10,10,Delaware,66644,11335,4153,1041,637
est72013,1-Jul-13,totsex,Both Sexes,nhisp,Not Hispanic,0400000US10,10,Delaware,609383,208935,8085,38370,1004
est72013,1-Jul-13,totsex,Both Sexes,tothisp,Total,0400000US10,10,Delaware,676027,220270,12238,39411,1641
est72014,1-Jul-14,female,Female,hisp,Hispanic,0400000US10,10,Delaware,32986,6158,2160,577,317
est72014,1-Jul-14,female,Female,nhisp,Not Hispanic,0400000US10,10,Delaware,315819,112451,4378,20765,562
est72014,1-Jul-14,female,Female,tothisp,Total,0400000US10,10,Delaware,348805,118609,6538,21342,879
est72014,1-Jul-14,male,Male,hisp,Hispanic,0400000US10,10,Delaware,35698,5524,2156,513,341
est72014,1-Jul-14,male,Male,nhisp,Not Hispanic,0400000US10,10,Delaware,296877,100129,3837,19334,495
est72014,1-Jul-14,male,Male,tothisp,Total,0400000US10,10,Delaware,332575,105653,5993,19847,836
est72014,1-Jul-14,totsex,Both Sexes,hisp,Hispanic,0400000US10,10,Delaware,68684,11682,4316,1090,658
est72014,1-Jul-14,totsex,Both Sexes,nhisp,Not Hispanic,0400000US10,10,Delaware,612696,212580,8215,40099,1057
est72014,1-Jul-14,totsex,Both Sexes,tothisp,Total,0400000US10,10,Delaware,681380,224262,12531,41189,1715
est72015,1-Jul-15,female,Female,hisp,Hispanic,0400000US10,10,Delaware,33802,6342,2218,602,314
est72015,1-Jul-15,female,Female,nhisp,Not Hispanic,0400000US10,10,Delaware,317550,114321,4419,21527,589
est72015,1-Jul-15,female,Female,tothisp,Total,0400000US10,10,Delaware,351352,120663,6637,22129,903
est72015,1-Jul-15,male,Male,hisp,Hispanic,0400000US10,10,Delaware,36867,5722,2201,557,344
est72015,1-Jul-15,male,Male,nhisp,Not Hispanic,0400000US10,10,Delaware,298291,101620,3860,20106,511
est72015,1-Jul-15,male,Male,tothisp,Total,0400000US10,10,Delaware,335158,107342,6061,20663,855
est72015,1-Jul-15,totsex,Both Sexes,hisp,Hispanic,0400000US10,10,Delaware,70669,12064,4419,1159,658
est72015,1-Jul-15,totsex,Both Sexes,nhisp,Not Hispanic,0400000US10,10,Delaware,615841,215941,8279,41633,1100
est72015,1-Jul-15,totsex,Both Sexes,tothisp,Total,0400000US10,10,Delaware,686510,228005,12698,42792,1758
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US11,11,District of Columbia,20704,5001,1508,588,310
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US11,11,District of Columbia,111132,169134,2744,15138,429
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US11,11,District of Columbia,131836,174135,4252,15726,739
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US11,11,District of Columbia,22279,4949,1629,534,381
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US11,11,District of Columbia,108024,140093,2203,11109,394
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US11,11,District of Columbia,130303,145042,3832,11643,775
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US11,11,District of Columbia,42983,9950,3137,1122,691
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US11,11,District of Columbia,219156,309227,4947,26247,823
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US11,11,District of Columbia,262139,319177,8084,27369,1514
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US11,11,District of Columbia,20713,5001,1508,588,310
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US11,11,District of Columbia,111137,169142,2744,15140,429
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US11,11,District of Columbia,131850,174143,4252,15728,739
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US11,11,District of Columbia,22289,4949,1629,534,381
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US11,11,District of Columbia,108028,140100,2203,11109,394
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US11,11,District of Columbia,130317,145049,3832,11643,775
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US11,11,District of Columbia,43002,9950,3137,1122,691
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US11,11,District of Columbia,219165,309242,4947,26249,823
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US11,11,District of Columbia,262167,319192,8084,27371,1514
est72010,1-Jul-10,female,Female,hisp,Hispanic,0400000US11,11,District of Columbia,21157,5105,1520,633,325
est72010,1-Jul-10,female,Female,nhisp,Not Hispanic,0400000US11,11,District of Columbia,111961,169364,2743,15301,434
est72010,1-Jul-10,female,Female,tothisp,Total,0400000US11,11,District of Columbia,133118,174469,4263,15934,759
est72010,1-Jul-10,male,Male,hisp,Hispanic,0400000US11,11,District of Columbia,22658,5066,1658,577,392
est72010,1-Jul-10,male,Male,nhisp,Not Hispanic,0400000US11,11,District of Columbia,108814,140314,2205,11237,414
est72010,1-Jul-10,male,Male,tothisp,Total,0400000US11,11,District of Columbia,131472,145380,3863,11814,806
est72010,1-Jul-10,totsex,Both Sexes,hisp,Hispanic,0400000US11,11,District of Columbia,43815,10171,3178,1210,717
est72010,1-Jul-10,totsex,Both Sexes,nhisp,Not Hispanic,0400000US11,11,District of Columbia,220775,309678,4948,26538,848
est72010,1-Jul-10,totsex,Both Sexes,tothisp,Total,0400000US11,11,District of Columbia,264590,319849,8126,27748,1565
est72011,1-Jul-11,female,Female,hisp,Hispanic,0400000US11,11,District of Columbia,22597,5491,1601,728,338
est72011,1-Jul-11,female,Female,nhisp,Not Hispanic,0400000US11,11,District of Columbia,115729,170834,2813,16116,468
est72011,1-Jul-11,female,Female,tothisp,Total,0400000US11,11,District of Columbia,138326,176325,4414,16844,806
est72011,1-Jul-11,male,Male,hisp,Hispanic,0400000US11,11,District of Columbia,24214,5490,1727,645,415
est72011,1-Jul-11,male,Male,nhisp,Not Hispanic,0400000US11,11,District of Columbia,112909,141615,2236,11714,425
est72011,1-Jul-11,male,Male,tothisp,Total,0400000US11,11,District of Columbia,137123,147105,3963,12359,840
est72011,1-Jul-11,totsex,Both Sexes,hisp,Hispanic,0400000US11,11,District of Columbia,46811,10981,3328,1373,753
est72011,1-Jul-11,totsex,Both Sexes,nhisp,Not Hispanic,0400000US11,11,District of Columbia,228638,312449,5049,27830,893
est72011,1-Jul-11,totsex,Both Sexes,tothisp,Total,0400000US11,11,District of Columbia,275449,323430,8377,29203,1646
est72012,1-Jul-12,female,Female,hisp,Hispanic,0400000US11,11,District of Columbia,23995,5761,1646,838,369
est72012,1-Jul-12,female,Female,nhisp,Not Hispanic,0400000US11,11,District of Columbia,119492,172604,2902,16889,473
est72012,1-Jul-12,female,Female,tothisp,Total,0400000US11,11,District of Columbia,143487,178365,4548,17727,842
est72012,1-Jul-12,male,Male,hisp,Hispanic,0400000US11,11,District of Columbia,25457,5650,1732,760,436
est72012,1-Jul-12,male,Male,nhisp,Not Hispanic,0400000US11,11,District of Columbia,116813,142906,2292,12312,445
est72012,1-Jul-12,male,Male,tothisp,Total,0400000US11,11,District of Columbia,142270,148556,4024,13072,881
est72012,1-Jul-12,totsex,Both Sexes,hisp,Hispanic,0400000US11,11,District of Columbia,49452,11411,3378,1598,805
est72012,1-Jul-12,totsex,Both Sexes,nhisp,Not Hispanic,0400000US11,11,District of Columbia,236305,315510,5194,29201,918
est72012,1-Jul-12,totsex,Both Sexes,tothisp,Total,0400000US11,11,District of Columbia,285757,326921,8572,30799,1723
est72013,1-Jul-13,female,Female,hisp,Hispanic,0400000US11,11,District of Columbia,25116,6056,1767,895,386
est72013,1-Jul-13,female,Female,nhisp,Not Hispanic,0400000US11,11,District of Columbia,122295,174720,2991,17734,496
est72013,1-Jul-13,female,Female,tothisp,Total,0400000US11,11,District of Columbia,147411,180776,4758,18629,882
est72013,1-Jul-13,male,Male,hisp,Hispanic,0400000US11,11,District of Columbia,26648,5907,1862,813,445
est72013,1-Jul-13,male,Male,nhisp,Not Hispanic,0400000US11,11,District of Columbia,120257,144769,2341,12908,480
est72013,1-Jul-13,male,Male,tothisp,Total,0400000US11,11,District of Columbia,146905,150676,4203,13721,925
est72013,1-Jul-13,totsex,Both Sexes,hisp,Hispanic,0400000US11,11,District of Columbia,51764,11963,3629,1708,831
est72013,1-Jul-13,totsex,Both Sexes,nhisp,Not Hispanic,0400000US11,11,District of Columbia,242552,319489,5332,30642,976
est72013,1-Jul-13,totsex,Both Sexes,tothisp,Total,0400000US11,11,District of Columbia,294316,331452,8961,32350,1807
est72014,1-Jul-14,female,Female,hisp,Hispanic,0400000US11,11,District of Columbia,26257,6222,1787,892,411
est72014,1-Jul-14,female,Female,nhisp,Not Hispanic,0400000US11,11,District of Columbia,124783,175722,2993,18489,538
est72014,1-Jul-14,female,Female,tothisp,Total,0400000US11,11,District of Columbia,151040,181944,4780,19381,949
est72014,1-Jul-14,male,Male,hisp,Hispanic,0400000US11,11,District of Columbia,27594,6093,1903,767,447
est72014,1-Jul-14,male,Male,nhisp,Not Hispanic,0400000US11,11,District of Columbia,122983,145512,2375,13588,502
est72014,1-Jul-14,male,Male,tothisp,Total,0400000US11,11,District of Columbia,150577,151605,4278,14355,949
est72014,1-Jul-14,totsex,Both Sexes,hisp,Hispanic,0400000US11,11,District of Columbia,53851,12315,3690,1659,858
est72014,1-Jul-14,totsex,Both Sexes,nhisp,Not Hispanic,0400000US11,11,District of Columbia,247766,321234,5368,32077,1040
est72014,1-Jul-14,totsex,Both Sexes,tothisp,Total,0400000US11,11,District of Columbia,301617,333549,9058,33736,1898
est72015,1-Jul-15,female,Female,hisp,Hispanic,0400000US11,11,District of Columbia,27461,6550,1818,901,409
est72015,1-Jul-15,female,Female,nhisp,Not Hispanic,0400000US11,11,District of Columbia,128281,176719,3014,19590,551
est72015,1-Jul-15,female,Female,tothisp,Total,0400000US11,11,District of Columbia,155742,183269,4832,20491,960
est72015,1-Jul-15,male,Male,hisp,Hispanic,0400000US11,11,District of Columbia,28484,6273,1901,750,467
est72015,1-Jul-15,male,Male,nhisp,Not Hispanic,0400000US11,11,District of Columbia,126229,146280,2408,14460,525
est72015,1-Jul-15,male,Male,tothisp,Total,0400000US11,11,District of Columbia,154713,152553,4309,15210,992
est72015,1-Jul-15,totsex,Both Sexes,hisp,Hispanic,0400000US11,11,District of Columbia,55945,12823,3719,1651,876
est72015,1-Jul-15,totsex,Both Sexes,nhisp,Not Hispanic,0400000US11,11,District of Columbia,254510,322999,5422,34050,1076
est72015,1-Jul-15,totsex,Both Sexes,tothisp,Total,0400000US11,11,District of Columbia,310455,335822,9141,35701,1952
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US12,12,Florida,1999736,125751,28661,16950,5678
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US12,12,Florida,5683030,1565780,60830,293863,16100
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US12,12,Florida,7682766,1691531,89491,310813,21778
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US12,12,Florida,1946730,123100,32705,16379,6163
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US12,12,Florida,5463054,1445567,58277,256179,15475
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US12,12,Florida,7409784,1568667,90982,272558,21638
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US12,12,Florida,3946466,248851,61366,33329,11841
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US12,12,Florida,11146084,3011347,119107,550042,31575
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US12,12,Florida,15092550,3260198,180473,583371,43416
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US12,12,Florida,1999798,125764,28661,16950,5678
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US12,12,Florida,5683912,1566322,60832,293870,16101
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US12,12,Florida,7683710,1692086,89493,310820,21779
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US12,12,Florida,1947051,123134,32707,16380,6164
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US12,12,Florida,5463554,1446521,58285,256182,15476
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US12,12,Florida,7410605,1569655,90992,272562,21640
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US12,12,Florida,3946849,248898,61368,33330,11842
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US12,12,Florida,11147466,3012843,119117,550052,31577
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US12,12,Florida,15094315,3261741,180485,583382,43419
est72010,1-Jul-10,female,Female,hisp,Hispanic,0400000US12,12,Florida,2013047,126760,28827,17087,5737
est72010,1-Jul-10,female,Female,nhisp,Not Hispanic,0400000US12,12,Florida,5684108,1572434,61159,296235,16153
est72010,1-Jul-10,female,Female,tothisp,Total,0400000US12,12,Florida,7697155,1699194,89986,313322,21890
est72010,1-Jul-10,male,Male,hisp,Hispanic,0400000US12,12,Florida,1960363,124148,32871,16474,6198
est72010,1-Jul-10,male,Male,nhisp,Not Hispanic,0400000US12,12,Florida,5464850,1452942,58638,258228,15441
est72010,1-Jul-10,male,Male,tothisp,Total,0400000US12,12,Florida,7425213,1577090,91509,274702,21639
est72010,1-Jul-10,totsex,Both Sexes,hisp,Hispanic,0400000US12,12,Florida,3973410,250908,61698,33561,11935
est72010,1-Jul-10,totsex,Both Sexes,nhisp,Not Hispanic,0400000US12,12,Florida,11148958,3025376,119797,554463,31594
est72010,1-Jul-10,totsex,Both Sexes,tothisp,Total,0400000US12,12,Florida,15122368,3276284,181495,588024,43529
est72011,1-Jul-11,female,Female,hisp,Hispanic,0400000US12,12,Florida,2075417,132254,29929,17834,6017
est72011,1-Jul-11,female,Female,nhisp,Not Hispanic,0400000US12,12,Florida,5702372,1610098,62430,308362,16684
est72011,1-Jul-11,female,Female,tothisp,Total,0400000US12,12,Florida,7777789,1742352,92359,326196,22701
est72011,1-Jul-11,male,Male,hisp,Hispanic,0400000US12,12,Florida,2020509,130200,34034,17314,6522
est72011,1-Jul-11,male,Male,nhisp,Not Hispanic,0400000US12,12,Florida,5479825,1489605,59754,268555,15930
est72011,1-Jul-11,male,Male,tothisp,Total,0400000US12,12,Florida,7500334,1619805,93788,285869,22452
est72011,1-Jul-11,totsex,Both Sexes,hisp,Hispanic,0400000US12,12,Florida,4095926,262454,63963,35148,12539
est72011,1-Jul-11,totsex,Both Sexes,nhisp,Not Hispanic,0400000US12,12,Florida,11182197,3099703,122184,576917,32614
est72011,1-Jul-11,totsex,Both Sexes,tothisp,Total,0400000US12,12,Florida,15278123,3362157,186147,612065,45153
est72012,1-Jul-12,female,Female,hisp,Hispanic,0400000US12,12,Florida,2132187,138196,31117,18773,6337
est72012,1-Jul-12,female,Female,nhisp,Not Hispanic,0400000US12,12,Florida,5727742,1643332,63392,319882,17347
est72012,1-Jul-12,female,Female,tothisp,Total,0400000US12,12,Florida,7859929,1781528,94509,338655,23684
est72012,1-Jul-12,male,Male,hisp,Hispanic,0400000US12,12,Florida,2073177,135645,35178,18129,6875
est72012,1-Jul-12,male,Male,nhisp,Not Hispanic,0400000US12,12,Florida,5506532,1517484,60765,278506,16586
est72012,1-Jul-12,male,Male,tothisp,Total,0400000US12,12,Florida,7579709,1653129,95943,296635,23461
est72012,1-Jul-12,totsex,Both Sexes,hisp,Hispanic,0400000US12,12,Florida,4205364,273841,66295,36902,13212
est72012,1-Jul-12,totsex,Both Sexes,nhisp,Not Hispanic,0400000US12,12,Florida,11234274,3160816,124157,598388,33933
est72012,1-Jul-12,totsex,Both Sexes,tothisp,Total,0400000US12,12,Florida,15439638,3434657,190452,635290,47145
est72013,1-Jul-13,female,Female,hisp,Hispanic,0400000US12,12,Florida,2196699,143999,32008,19634,6621
est72013,1-Jul-13,female,Female,nhisp,Not Hispanic,0400000US12,12,Florida,5747450,1669141,63933,331722,17825
est72013,1-Jul-13,female,Female,tothisp,Total,0400000US12,12,Florida,7944149,1813140,95941,351356,24446
est72013,1-Jul-13,male,Male,hisp,Hispanic,0400000US12,12,Florida,2135506,141417,36274,18917,7140
est72013,1-Jul-13,male,Male,nhisp,Not Hispanic,0400000US12,12,Florida,5529088,1541280,61432,288758,17148
est72013,1-Jul-13,male,Male,tothisp,Total,0400000US12,12,Florida,7664594,1682697,97706,307675,24288
est72013,1-Jul-13,totsex,Both Sexes,hisp,Hispanic,0400000US12,12,Florida,4332205,285416,68282,38551,13761
est72013,1-Jul-13,totsex,Both Sexes,nhisp,Not Hispanic,0400000US12,12,Florida,11276538,3210421,125365,620480,34973
est72013,1-Jul-13,totsex,Both Sexes,tothisp,Total,0400000US12,12,Florida,15608743,3495837,193647,659031,48734
est72014,1-Jul-14,female,Female,hisp,Hispanic,0400000US12,12,Florida,2268908,150866,33308,20505,6979
est72014,1-Jul-14,female,Female,nhisp,Not Hispanic,0400000US12,12,Florida,5789610,1700349,64936,345193,18378
est72014,1-Jul-14,female,Female,tothisp,Total,0400000US12,12,Florida,8058518,1851215,98244,365698,25357
est72014,1-Jul-14,male,Male,hisp,Hispanic,0400000US12,12,Florida,2203746,147729,37336,19760,7396
est72014,1-Jul-14,male,Male,nhisp,Not Hispanic,0400000US12,12,Florida,5569937,1568485,62389,300393,17679
est72014,1-Jul-14,male,Male,tothisp,Total,0400000US12,12,Florida,7773683,1716214,99725,320153,25075
est72014,1-Jul-14,totsex,Both Sexes,hisp,Hispanic,0400000US12,12,Florida,4472654,298595,70644,40265,14375
est72014,1-Jul-14,totsex,Both Sexes,nhisp,Not Hispanic,0400000US12,12,Florida,11359547,3268834,127325,645586,36057
est72014,1-Jul-14,totsex,Both Sexes,tothisp,Total,0400000US12,12,Florida,15832201,3567429,197969,685851,50432
est72015,1-Jul-15,female,Female,hisp,Hispanic,0400000US12,12,Florida,2346683,158137,34781,21489,7293
est72015,1-Jul-15,female,Female,nhisp,Not Hispanic,0400000US12,12,Florida,5851964,1731795,66187,359794,19043
est72015,1-Jul-15,female,Female,tothisp,Total,0400000US12,12,Florida,8198647,1889932,100968,381283,26336
est72015,1-Jul-15,male,Male,hisp,Hispanic,0400000US12,12,Florida,2275957,154883,38816,20616,7718
est72015,1-Jul-15,male,Male,nhisp,Not Hispanic,0400000US12,12,Florida,5630475,1597968,63595,312601,18319
est72015,1-Jul-15,male,Male,tothisp,Total,0400000US12,12,Florida,7906432,1752851,102411,333217,26037
est72015,1-Jul-15,totsex,Both Sexes,hisp,Hispanic,0400000US12,12,Florida,4622640,313020,73597,42105,15011
est72015,1-Jul-15,totsex,Both Sexes,nhisp,Not Hispanic,0400000US12,12,Florida,11482439,3329763,129782,672395,37362
est72015,1-Jul-15,totsex,Both Sexes,tothisp,Total,0400000US12,12,Florida,16105079,3642783,203379,714500,52373
cen42010,"April 1, 2010 Census",female,Female,hisp,Hispanic,0400000US13,13,Georgia,338222,43324,16977,5672,2974
cen42010,"April 1, 2010 Census",female,Female,nhisp,Not Hispanic,0400000US13,13,Georgia,2820817,1599501,34041,185345,6087
cen42010,"April 1, 2010 Census",female,Female,tothisp,Total,0400000US13,13,Georgia,3159039,1642825,51018,191017,9061
cen42010,"April 1, 2010 Census",male,Male,hisp,Hispanic,0400000US13,13,Georgia,400573,43466,21028,6013,3614
cen42010,"April 1, 2010 Census",male,Male,nhisp,Not Hispanic,0400000US13,13,Georgia,2725358,1405395,31108,173820,5912
cen42010,"April 1, 2010 Census",male,Male,tothisp,Total,0400000US13,13,Georgia,3125931,1448861,52136,179833,9526
cen42010,"April 1, 2010 Census",totsex,Both Sexes,hisp,Hispanic,0400000US13,13,Georgia,738795,86790,38005,11685,6588
cen42010,"April 1, 2010 Census",totsex,Both Sexes,nhisp,Not Hispanic,0400000US13,13,Georgia,5546175,3004896,65149,359165,11999
cen42010,"April 1, 2010 Census",totsex,Both Sexes,tothisp,Total,0400000US13,13,Georgia,6284970,3091686,103154,370850,18587
est42010,"April 1, 2010 Estimates Base",female,Female,hisp,Hispanic,0400000US13,13,Georgia,338221,43325,16979,5672,2974
est42010,"April 1, 2010 Estimates Base",female,Female,nhisp,Not Hispanic,0400000US13,13,Georgia,2820874,1599560,34041,185345,6087
est42010,"April 1, 2010 Estimates Base",female,Female,tothisp,Total,0400000US13,13,Georgia,3159095,1642885,51020,191017,9061
est42010,"April 1, 2010 Estimates Base",male,Male,hisp,Hispanic,0400000US13,13,Georgia,400658,43478,21033,6016,3615
est42010,"April 1, 2010 Estimates Base",male,Male,nhisp,Not Hispanic,0400000US13,13,Georgia,2725928,1405600,31119,173863,5921
est42010,"April 1, 2010 Estimates Base",male,Male,tothisp,Total,0400000US13,13,Georgia,3126586,1449078,52152,179879,9536
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,hisp,Hispanic,0400000US13,13,Georgia,738879,86803,38012,11688,6589
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,nhisp,Not Hispanic,0400000US13,13,Georgia,5546802,3005160,65160,359208,12008
est42010,"April 1, 2010 Estimates Base",totsex,Both Sexes,tothisp,Total,0400000US13,13,Georgia,6285681,3091963,103172,370896,18597
est72010,1-Jul-10,female,Female,hisp,Hispanic,0400000US13,13,Georgia,340295,44027,17044,5760,3021
est72010,1-Jul-10,female,Female,nhisp,Not Hispanic,0400000US13,13,Georgia,2824042,1605265,34203,187334,6124
est72010,1-Jul-10,female,Female,tothisp,Total,0400000US13,13,Georgia,3164337,1649292,51247,193094,9145
est72010,1-Jul-10,male,Male,hisp,Hispanic,0400000US13,13,Georgia,402096,44049,21054,6106,3641
est72010,1-Jul-10,male,Male,nhisp,Not Hispanic,0400000US13,13,Georgia,2728770,1411106,31229,175648,5972
est72010,1-Jul-10,male,Male,tothisp,Total,0400000US13,13,Georgia,3130866,1455155,52283,181754,9613
est72010,1-Jul-10,totsex,Both Sexes,hisp,Hispanic,0400000US13,13,Georgia,742391,88076,38098,11866,6662
est72010,1-Jul-10,totsex,Both Sexes,nhisp,Not Hispanic,0400000US13,13,Georgia,5552812,3016371,65432,362982,12096
est72010,1-Jul-10,totsex,Both Sexes,tothisp,Total,0400000US13,13,Georgia,6295203,3104447,103530,374848,18758
est72011,1-Jul-11,female,Female,hisp,Hispanic,0400000US13,13,Georgia,350173,46377,17334,6142,3123
est72011,1-Jul-11,female,Female,nhisp,Not Hispanic,0400000US13,13,Georgia,2828688,1626706,34805,195436,6335
est72011,1-Jul-11,female,Female,tothisp,Total,0400000US13,13,Georgia,3178861,1673083,52139,201578,9458
est72011,1-Jul-11,male,Male,hisp,Hispanic,0400000US13,13,Georgia,410128,46082,21260,6511,3760
est72011,1-Jul-11,male,Male,nhisp,Not Hispanic,0400000US13,13,Georgia,2742584,1436798,31931,183322,6191
est72011,1-Jul-11,male,Male,tothisp,Total,0400000US13,13,Georgia,3152712,1482880,53191,189833,9951
est72011,1-Jul-11,totsex,Both Sexes,hisp,Hispanic,0400000US13,13,Georgia,760301,92459,38594,12653,6883
est72011,1-Jul-11,totsex,Both Sexes,nhisp,Not Hispanic,0400000US13,13,Georgia,5571272,3063504,66736,378758,12526
est72011,1-Jul-11,totsex,Both Sexes,tothisp,Total,0400000US13,13,Georgia,6331573,3155963,105330,391411,19409
est72012,1-Jul-12,female,Female,hisp,Hispanic,0400000US13,13,Georgia,358936,48258,17738,6569,3181
est72012,1-Jul-12,female,Female,nhisp,Not Hispanic,0400000US13,13,Georgia,2843134,1650132,35572,204648,6591
est72012,1-Jul-12,female,Female,tothisp,Total,0400000US13,13,Georgia,3202070,1698390,53310,211217,9772
est72012,1-Jul-12,male,Male,hisp,Hispanic,0400000US13,13,Georgia,415486,47883,21517,6808,3832
est72012,1-Jul-12,male,Male,nhisp,Not Hispanic,0400000US13,13,Georgia,2758749,1457600,32735,191926,6393
est72012,1-Jul-12,male,Male,tothisp,Total,0400000US13,13,Georgia,3174235,1505483,54252,198734,10225
est72012,1-Jul-12,totsex,Both Sexes,hisp,Hispanic,0400000US13,13,Georgia,774422,96141,39255,13377,7013
est72012,1-Jul-12,totsex,Both Sexes,nhisp,Not Hispanic,0400000US13,13,Georgia,5601883,3107732,68307,396574,12984
est72012,1-Jul-12,totsex,Both Sexes,tothisp,Total,0400000US13,13,Georgia,6376305,3203873,107562,409951,19997
est72013,1-Jul-13,female,Female,hisp,Hispanic,0400000US13,13,Georgia,365653,49835,17931,6805,3237
est72013,1-Jul-13,female,Female,nhisp,Not Hispanic,0400000US13,13,Georgia,2848234,1672963,36145,213569,6832
est72013,1-Jul-13,female,Female,tothisp,Total,0400000US13,13,Georgia,3213887,1722798,54076,220374,10069
est72013,1-Jul-13,male,Male,hisp,Hispanic,0400000US13,13,Georgia,418423,49259,21513,6983,3874
est72013,1-Jul-13,male,Male,nhisp,Not Hispanic,0400000US13,13,Georgia,2762629,1474904,33270,200388,6635
est72013,1-Jul-13,male,Male,tothisp,Total,0400000US13,13,Georgia,3181052,1524163,54783,207371,10509
est72013,1-Jul-13,totsex,Both Sexes,hisp,Hispanic,0400000US13,13,Georgia,784076,99094,39444,13788,7111
est72013,1-Jul-13,totsex,Both Sexes,nhisp,Not Hispanic,0400000US13,13,Georgia,5610863,3147867,69415,413957,13467
